x y
17.9326 40.7718

18.0030 40.9091
17.9326 40.7718

72.0674 40.1977
71.7206 40.9091

72.0742 40.1818
72.0674 40.1977

18.0030 40.9091
18.4126 41.6364

71.3258 41.6289
71.3211 41.6364

71.7206 40.9091
71.3258 41.6289

18.4126 41.6364
18.6742 42.0609

18.8878 42.3636
18.6742 42.0609

71.3211 41.6364
70.8077 42.3636

18.8878 42.3636
19.4157 43.0504

19.4519 43.0909
19.4157 43.0504

70.5843 42.6458
70.1732 43.0909

70.8077 42.3636
70.5843 42.6458

19.4519 43.0909
20.1573 43.8182

69.8427 43.4139
69.3527 43.8182

70.1732 43.0909
69.8427 43.4139

20.1573 43.8182
20.1573 43.8182

20.8989 44.4163
20.1573 43.8182

21.0926 44.5455
20.8989 44.4163

68.3596 44.4746
68.2211 44.5455

69.1011 44.0086
68.3596 44.4746

69.3527 43.8182
69.1011 44.0086

21.0926 44.5455
21.6404 44.8872

22.3820 45.2598
21.6404 44.8872

22.4146 45.2727
22.3820 45.2598

66.8764 45.1184
66.3570 45.2727

67.6180 44.8353
66.8764 45.1184

68.2211 44.5455
67.6180 44.8353

22.4146 45.2727
23.1236 45.5413

23.8652 45.7562
23.1236 45.5413

24.6067 45.9163
23.8652 45.7562

25.1387 46.0000
24.6067 45.9163

60.2022 45.9657
59.5758 46.0000

60.9438 45.9255
60.2022 45.9657

61.6854 45.8839
60.9438 45.9255

62.4270 45.8379
61.6854 45.8839

63.1685 45.7832
62.4270 45.8379

63.9101 45.7137
63.1685 45.7832

64.6517 45.6221
63.9101 45.7137

65.3933 45.4997
64.6517 45.6221

66.1348 45.3367
65.3933 45.4997

66.3570 45.2727
66.1348 45.3367

25.1387 46.0000
25.3483 46.0326

26.0899 46.1155
25.3483 46.0326

26.8315 46.1744
26.0899 46.1155

27.5730 46.2169
26.8315 46.1744

28.3146 46.2489
27.5730 46.2169

29.0562 46.2749
28.3146 46.2489

29.7978 46.2979
29.0562 46.2749

30.5393 46.3200
29.7978 46.2979

31.2809 46.3425
30.5393 46.3200

32.0225 46.3659
31.2809 46.3425

32.7640 46.3904
32.0225 46.3659

33.5056 46.4158
32.7640 46.3904

34.2472 46.4413
33.5056 46.4158

34.9888 46.4663
34.2472 46.4413

35.7303 46.4895
34.9888 46.4663

36.4719 46.5099
35.7303 46.4895

37.2135 46.5262
36.4719 46.5099

37.9551 46.5374
37.2135 46.5262

38.6966 46.5424
37.9551 46.5374

39.4382 46.5407
38.6966 46.5424

40.1798 46.5320
39.4382 46.5407

40.9213 46.5168
40.1798 46.5320

41.6629 46.4960
40.9213 46.5168

42.4045 46.4710
41.6629 46.4960

43.1461 46.4436
42.4045 46.4710

43.8876 46.4157
43.1461 46.4436

44.6292 46.3892
43.8876 46.4157

45.3708 46.3658
44.6292 46.3892

46.1124 46.3465
45.3708 46.3658

46.8539 46.3318
46.1124 46.3465

47.5955 46.3218
46.8539 46.3318

48.3371 46.3157
47.5955 46.3218

49.0787 46.3128
48.3371 46.3157

49.8202 46.3116
49.0787 46.3128

50.5618 46.3108
49.8202 46.3116

51.3034 46.3089
50.5618 46.3108

52.0449 46.3044
51.3034 46.3089

52.7865 46.2960
52.0449 46.3044

53.5281 46.2826
52.7865 46.2960

54.2697 46.2635
53.5281 46.2826

55.0112 46.2384
54.2697 46.2635

55.7528 46.2076
55.0112 46.2384

56.4944 46.1718
55.7528 46.2076

57.2360 46.1323
56.4944 46.1718

57.9775 46.0907
57.2360 46.1323

58.7191 46.0483
57.9775 46.0907

59.4607 46.0064
58.7191 46.0483

59.5758 46.0000
59.4607 46.0064

26.0899 53.9846
25.9467 54.0000

26.8315 53.9296
26.0899 53.9846

27.5730 53.8911
26.8315 53.9296

28.3146 53.8629
27.5730 53.8911

29.0562 53.8405
28.3146 53.8629

29.7978 53.8209
29.0562 53.8405

30.5393 53.8025
29.7978 53.8209

31.2809 53.7844
30.5393 53.8025

32.0225 53.7663
31.2809 53.7844

32.7640 53.7483
32.0225 53.7663

33.5056 53.7305
32.7640 53.7483

34.2472 53.7133
33.5056 53.7305

34.9888 53.6971
34.2472 53.7133

35.7303 53.6823
34.9888 53.6971

36.4719 53.6691
35.7303 53.6823

37.2135 53.6576
36.4719 53.6691

37.9551 53.6477
37.2135 53.6576

38.6966 53.6389
37.9551 53.6477

39.4382 53.6304
38.6966 53.6389

40.1798 53.6214
39.4382 53.6304

40.9213 53.6108
40.1798 53.6214

41.6629 53.5977
40.9213 53.6108

42.4045 53.5814
41.6629 53.5977

43.1461 53.5617
