x y

35.4457 3.1344
38.5377 1.5700
38.8310 3.0428
36.6600 5.8391
35.4457 3.1344

19.8419 1.5756
19.8424 1.5700
24.1003 1.5700
24.4867 2.5127
19.8419 1.5756
